Original Entry Date,Task,Description,Employee Number,Employee Name,Expense Comment,Quantity Reg,Cost Reg,Billing Price Reg,Open Billing Price,Billing Price Inv,Closed,Origin,Entry Type,Activity Number
11/05/2023,400,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",166245,Carri Durrington,,4.1,323.97,0,0,0,true,Time Sheet,Registration,750
08/03/2024,200,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",162170,Vlad Holsall,,10.3,421.47,0,0,0,true,Time Sheet,Registration,750
05/07/2024,400,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",160971,Kaylyn Behnecken,,0.2,590.92,0,0,0,true,Time Sheet,Registration,750
20/05/2024,400,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",161749,Concordia Broomhead,,10.2,62.71,0,0,0,true,Time Sheet,Registration,750
17/05/2024,700,Curabitur gravida nisi at nibh.,161658,Mateo Paike,,1.6,625.02,0,0,0,true,Time Sheet,Registration,750
03/07/2024,700,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",161445,Theodora Arrell,,9.5,403.31,0,0,0,true,Time Sheet,Registration,750
06/01/2024,700,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",162047,Marcelline Clell,,7.3,529.32,0,0,0,true,Time Sheet,Registration,750
12/04/2023,200,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",161026,Myer Dameisele,,8.1,307.45,0,0,0,true,Time Sheet,Registration,750
08/09/2023,400,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,161920,Devland Northcote,,6.2,614.56,0,0,0,true,Time Sheet,Registration,750
19/12/2023,700,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",167242,Marten Labb,,8.5,545.6,0,0,0,true,Time Sheet,Registration,750
21/04/2024,200,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,169887,Lonnard Cree,,7.9,553.03,0,0,0,true,Time Sheet,Registration,750
20/05/2023,100,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",169124,Gordan Thulborn,,3.4,855.77,0,0,0,true,Time Sheet,Registration,750
17/02/2024,400,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",163218,Magda Pressdee,,2.9,380.98,0,0,0,true,Time Sheet,Registration,750
24/05/2023,700,Fusce consequat.,164030,Chrisy Oddy,,7.3,584.34,0,0,0,true,Time Sheet,Registration,750
06/10/2023,100,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,162894,Batsheva Childs,,7.2,308.51,0,0,0,true,Time Sheet,Registration,750
20/08/2023,100,Fusce consequat.,161247,Carlos Kevlin,,2.8,886.9,0,0,0,true,Time Sheet,Registration,750
14/05/2023,200,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",167783,Phineas Bunford,,0.1,836.58,0,0,0,true,Time Sheet,Registration,750
17/07/2023,400,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",166400,Charlie Brellin,,1.0,756.07,0,0,0,true,Time Sheet,Registration,750
28/07/2024,700,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,161268,Ania Ruddle,,9.3,39.45,0,0,0,true,Time Sheet,Registration,750
21/05/2024,700,Mauris sit amet eros.,166245,Sabine Duggary,,5.5,954.02,0,0,0,true,Time Sheet,Registration,750
02/07/2023,200,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",161128,Daphna Parlatt,,7.0,701.91,0,0,0,true,Time Sheet,Registration,750
10/05/2024,100,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",160319,Petronella Greene,,6.0,328.67,0,0,0,true,Time Sheet,Registration,750
31/10/2023,700,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",162439,Shaylyn Studdert,,8.1,998.63,0,0,0,true,Time Sheet,Registration,750
13/01/2024,200,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,161117,Chanda McMychem,,1.8,585.0,0,0,0,true,Time Sheet,Registration,750
31/08/2023,200,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,161890,Amanda Whatling,,10.4,61.6,0,0,0,true,Time Sheet,Registration,750
25/02/2024,400,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",165615,Afton Brainsby,,5.9,889.89,0,0,0,true,Time Sheet,Registration,750
30/05/2023,100,Fusce consequat.,160013,Edd Tappin,,10.5,966.03,0,0,0,true,Time Sheet,Registration,750
05/08/2023,700,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,163387,Kristi Chaperlin,,8.2,669.46,0,0,0,true,Time Sheet,Registration,750
21/02/2024,400,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",168784,Britney Guillot,,1.2,592.43,0,0,0,true,Time Sheet,Registration,750
09/06/2024,700,Mauris lacinia sapien quis libero.,169255,Glynn Strafen,,3.2,332.87,0,0,0,true,Time Sheet,Registration,750
29/05/2023,700,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",164517,Gretchen Gianullo,,0.4,949.96,0,0,0,true,Time Sheet,Registration,750
15/06/2024,100,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,163843,Casi Oolahan,,7.2,145.58,0,0,0,true,Time Sheet,Registration,750
16/11/2023,200,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",165909,Melloney Maffy,,0.6,200.37,0,0,0,true,Time Sheet,Registration,750
12/05/2024,400,Nulla suscipit ligula in lacus.,169231,Liv Neeves,,10.0,656.08,0,0,0,true,Time Sheet,Registration,750
18/06/2024,700,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",163319,Modestia Robiot,,6.5,266.38,0,0,0,true,Time Sheet,Registration,750
07/05/2023,100,Quisque porta volutpat erat.,160166,Elsey Delacourt,,7.7,864.5,0,0,0,true,Time Sheet,Registration,750
06/01/2024,100,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",160134,Lilla Yakovl,,7.4,742.87,0,0,0,true,Time Sheet,Registration,750
29/06/2023,100,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",162580,Gaultiero Stanway,,5.0,428.39,0,0,0,true,Time Sheet,Registration,750
17/05/2024,700,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,162086,Lorry Strephan,,8.1,999.29,0,0,0,true,Time Sheet,Registration,750
23/07/2023,400,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",164203,Sebastian Hubbard,,10.1,101.38,0,0,0,true,Time Sheet,Registration,750
14/05/2024,400,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",164247,Kristos Henrys,,2.3,180.91,0,0,0,true,Time Sheet,Registration,750
16/06/2023,400,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",162186,Susannah Macvain,,9.4,570.88,0,0,0,true,Time Sheet,Registration,750
28/04/2023,400,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",169284,Jorie Collington,,3.0,272.5,0,0,0,true,Time Sheet,Registration,750
08/09/2023,400,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",161822,Derril Swoffer,,9.0,675.32,0,0,0,true,Time Sheet,Registration,750
15/10/2023,100,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",160917,Terra Genicke,,8.7,798.95,0,0,0,true,Time Sheet,Registration,750
31/03/2024,200,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",169700,Kelsi Wartnaby,,10.6,150.72,0,0,0,true,Time Sheet,Registration,750
29/08/2023,400,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",169048,Shadow Dudney,,0.1,819.14,0,0,0,true,Time Sheet,Registration,750
22/04/2023,100,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",167633,Francyne Hedley,,0.6,797.67,0,0,0,true,Time Sheet,Registration,750
20/11/2023,200,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",163673,Ronna Foulgham,,0.2,760.59,0,0,0,true,Time Sheet,Registration,750
23/07/2023,200,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,163850,Nickie Jagoe,,3.1,445.51,0,0,0,true,Time Sheet,Registration,750
01/01/2024,400,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",163536,Moll Trevorrow,,7.3,658.32,0,0,0,true,Time Sheet,Registration,750
24/06/2023,200,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",165104,Lyn Bowley,,7.5,232.82,0,0,0,true,Time Sheet,Registration,750
08/12/2023,700,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,165598,Paxton Corden,,6.5,331.87,0,0,0,true,Time Sheet,Registration,750
08/04/2024,700,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",163824,Nadeen Gamwell,,10.7,437.28,0,0,0,true,Time Sheet,Registration,750
23/05/2023,700,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",166356,Barbee McIlmorie,,4.4,336.0,0,0,0,true,Time Sheet,Registration,750
07/05/2023,400,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",169064,Gram Whiteman,,10.3,981.25,0,0,0,true,Time Sheet,Registration,750
18/02/2024,100,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",161642,Petronia Spivey,,1.2,467.96,0,0,0,true,Time Sheet,Registration,750
04/10/2023,200,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,165157,Johnathon Bridle,,6.0,169.07,0,0,0,true,Time Sheet,Registration,750
18/02/2024,200,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",165004,Ginger Antoszewski,,6.0,106.69,0,0,0,true,Time Sheet,Registration,750
13/09/2023,100,Integer a nibh.,161058,Bradley Kuhwald,,1.1,503.85,0,0,0,true,Time Sheet,Registration,750
12/03/2024,700,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",164127,Cordelia Alloisi,,10.8,804.03,0,0,0,true,Time Sheet,Registration,750
06/07/2024,400,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",162756,Brew Canti,,4.7,942.42,0,0,0,true,Time Sheet,Registration,750
30/05/2023,400,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",169210,Shirlene Mossman,,10.8,109.52,0,0,0,true,Time Sheet,Registration,750
18/05/2023,200,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",169063,Brittaney Swinyard,,2.5,499.63,0,0,0,true,Time Sheet,Registration,750
12/03/2024,700,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",162662,Lock Losty,,10.5,57.52,0,0,0,true,Time Sheet,Registration,750
30/07/2023,100,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,169361,Wendy Meynell,,4.3,816.44,0,0,0,true,Time Sheet,Registration,750
31/05/2023,200,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",163197,Clerc Wallwork,,4.8,233.81,0,0,0,true,Time Sheet,Registration,750
14/02/2024,100,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",164041,Tomaso Beeston,,10.4,561.32,0,0,0,true,Time Sheet,Registration,750
05/06/2024,100,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,169276,Dolf Eddisforth,,8.3,765.87,0,0,0,true,Time Sheet,Registration,750
27/12/2023,200,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",167366,Diego Rowlstone,,8.1,245.71,0,0,0,true,Time Sheet,Registration,750
24/09/2023,100,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",166562,Carroll Carnell,,9.8,441.84,0,0,0,true,Time Sheet,Registration,750
19/02/2024,700,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",163498,Vernon Thireau,,1.9,160.88,0,0,0,true,Time Sheet,Registration,750
06/05/2023,700,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",168826,Tandy Matzke,,8.0,940.68,0,0,0,true,Time Sheet,Registration,750
25/05/2024,400,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",169107,Ashlen Pocknoll,,2.1,722.98,0,0,0,true,Time Sheet,Registration,750
07/05/2023,400,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",169892,Glad Cotgrove,,0.5,537.09,0,0,0,true,Time Sheet,Registration,750
23/01/2024,400,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",160021,Elsa Sickling,,9.8,711.5,0,0,0,true,Time Sheet,Registration,750
14/09/2023,400,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,165436,Renato Kynaston,,7.9,152.6,0,0,0,true,Time Sheet,Registration,750
29/07/2023,100,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",167574,Dukey Mellows,,7.5,819.17,0,0,0,true,Time Sheet,Registration,750
25/08/2023,100,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",162286,Asher Ropcke,,0.5,297.28,0,0,0,true,Time Sheet,Registration,750
04/03/2024,100,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",166991,Alleen Hanby,,4.6,681.13,0,0,0,true,Time Sheet,Registration,750
07/06/2023,200,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",166833,Dulcie Denness,,1.1,706.9,0,0,0,true,Time Sheet,Registration,750
18/07/2023,100,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",164493,Ame Heberden,,2.0,268.76,0,0,0,true,Time Sheet,Registration,750
05/06/2024,200,Proin eu mi.,163664,Dniren Orman,,3.1,864.08,0,0,0,true,Time Sheet,Registration,750
02/04/2023,200,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",161052,Karita Wanjek,,3.4,67.72,0,0,0,true,Time Sheet,Registration,750
18/05/2024,200,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",167399,Hieronymus Ricardin,,7.2,121.38,0,0,0,true,Time Sheet,Registration,750
20/01/2024,100,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,162509,Alden Lockless,,3.5,635.85,0,0,0,true,Time Sheet,Registration,750
02/09/2023,400,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",163832,Abelard Buxey,,2.4,553.75,0,0,0,true,Time Sheet,Registration,750
